"Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)","YearCount"
"Tekken Advance","GBA",2001,"Fighting","Infogrames",0.32,0.12,0,0.01,0.45,20
"Tekken Tag Tournament","PS2",2000,"Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05,21
"Tekken Tag Tournament 2","PS3, X360, WiiU",2012,"Fighting","Namco Bandai Games",0.56,0.52,0.15000000000000002,0.18000000000000002,1.42,9
"Tempest 3X","PSX",1995,"Shooter","Interplay",0.04,0.03,0,0.01,0.08,26
"Ten Pin Alley 2","Wii1, GBA",2004,"Sports","XS Games",0.03,0,0,0,0.03,17
"Tenchi Muyou! Ryoukouki Gokuraku","SAT",1995,"Adventure","Yumedia",0,0,0.06,0,0.06,26
"Tenchu 2: Birth of the Stealth Assassins","PSX",2000,"Action","Activision",0.32,0.22,0,0.04,0.58,21
"Tenchu San Portable","PSP",2009,"Action","From Software",0,0,0.01,0,0.01,12
"Tenchu Z","X360",2006,"Action","Microsoft Game Studios",0.27,0.02,0.02,0.03,0.34,15
"Tenchu: Dark Secret","NDS",2006,"Action","From Software",0.03,0,0.01,0,0.05,15
"Tenchu: Fatal Shadows","PS2",2004,"Action","Sega",0.09,0.07,0,0.02,0.19,17
"Tenchu: Return From Darkness","XB",2004,"Action","Activision",0.16,0.05,0,0.01,0.21,17
"Tenchu: Shadow Assassins","Wii1, PSP",2008,"Action","Ubisoft",0.19,0.04,0.08,0.03,0.33999999999999997,13
"Tenchu: Stealth Assassins","PSX",1997,"Action","Activision",0.95,0.64,0.27,0.13,1.99,24
"Tenchu: Wrath of Heaven","PS2",2003,"Action","Activision",0.44,0.34,0.25,0.11,1.14,18
"Tengai Makyo: Dai Yon no Mokushiroku","PSP",2006,"Role-Playing","Hudson Soft",0,0,0.01,0,0.01,15
"Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV","SAT",1997,"Role-Playing","Hudson Soft",0,0,0.26,0,0.26,24
"Tengen Toppa Gurren-Lagann","NDS",2007,"Action","Konami Digital Entertainment",0,0,0.02,0,0.02,14
"Tenjin Ranman: Happy GO Lucky!!","PSP",2010,"Adventure","Russel",0,0,0.01,0,0.01,11
"Tenka-bito","PS2",2006,"Strategy","Sega",0,0,0.03,0,0.03,15
"Tenkai Knights: Brave Battle","3DS",2014,"Action","Namco Bandai Games",0.01,0.01,0,0,0.02,7
"Tenkaichi * Sengoku Lovers","NDS",2010,"Adventure","Rocket Company",0,0,0.03,0,0.03,11
"Tennis","Famicom, GBoy",1984,"Sports","Nintendo",1.23,0.41,2.46,0.06,4.16,37
"Tennis Masters Series 2003","XB",2002,"Sports","Microids",0.03,0.01,0,0,0.04,19
"Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion","NDS",2011,"Sports","Konami Digital Entertainment",0,0,0.08,0,0.08,10
"Tennis no Oji-Sama: 2005 Crystal Drive","NDS",2004,"Sports","Konami Digital Entertainment",0,0,0.05,0,0.05,17
"Tennis no Oji-Sama: Aim at The Victory!","GBA",2002,"Sports","Konami Digital Entertainment",0,0,0.14,0,0.14,19
"Tennis no Oji-Sama: Card Hunter","PS2",2007,"Strategy","Konami Digital Entertainment",0,0,0.02,0,0.02,14
"Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic","PS2",2006,"Adventure","Konami Digital Entertainment",0,0,0.04,0,0.04,15
"Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","PS2",2007,"Sports","Konami Digital Entertainment",0,0,0.04,0,0.04,14
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!","NDS",2009,"Sports","Konami Digital Entertainment",0,0,0.01,0,0.01,12
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!","NDS",2009,"Sports","Konami Digital Entertainment",0,0,0.06,0,0.06,12
"Tennis no Oji-Sama: Driving Smash! Side King","NDS",2008,"Sports","Konami Digital Entertainment",0,0,0.02,0,0.02,13
"Tennis no Oji-Sama: Genius Boys Academy","GBA",2002,"Sports","Konami Digital Entertainment",0,0,0.24,0.01,0.25,19
"Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition","NDS",2010,"Sports","Konami Digital Entertainment",0,0,0.1,0,0.1,11
"Tenshou Gakuen Gekkouroku","PS2",2006,"Adventure","Asmik Ace Entertainment",0,0,0.04,0,0.04,15
"Terminator 3: Rise of the Machines","PS2, XB, GBA",2003,"Action","Atari",0.43,0.27,0,0.08,0.78,18
"Terminator 3: The Redemption","PS2, XB, GC",2004,"Shooter","Atari",0.15,0.06999999999999999,0,0.02,0.25,17
"Terminator Salvation","PS3, X360",2009,"Shooter","Warner Bros. Interactive Entertainment",0.26,0.47,0.01,0.15,0.89,12
"Terranigma","SNES",1995,"Role-Playing","Nintendo",0,0,0.09,0,0.09,26
"Terraria","X360, PS3, PSV, 3DS, PS4, XOne, WiiU",2013,"Action","505 Games",0.42,0.7200000000000002,0.23,0.14,1.5300000000000002,8
"Teslagrad","PSV",2015,"Platform","Rain Games",0,0.01,0,0,0.01,6
"Test Drive","PS2, XB",2002,"Racing","Atari",1.2999999999999998,0.26,0.01,0.19999999999999998,1.76,19
"Test Drive 4","PSX",1997,"Racing","Electronic Arts",0.67,0.46,0,0.08,1.21,24
"Test Drive 5","PSX",1997,"Racing","Accolade",1.05,0.2,0,0.05,1.3,24
"Test Drive 6","PSX",1999,"Racing","Atari",0.4,0.27,0,0.05,0.72,22
"Test Drive Le Mans","PSX",1999,"Racing","Infogrames",0.03,0.02,0,0,0.05,22
"Test Drive Off-Road Wide Open","XB",2001,"Racing","Infogrames",0.15,0.03,0,0.01,0.18,20
"Test Drive Unlimited","PSP, X360, PC",2006,"Racing","Atari",0.31,0.34,0.02,0.18,0.8500000000000001,15
"Test Drive: Eve of Destruction","PS2, XB",2004,"Racing","Atari",0.18,0.11,0,0.03,0.32,17
"Test Drive: Ferrari Legends","X360",2012,"Racing","Atari",0.04,0,0,0,0.05,9
"Test Drive: Off Road","PSX",1997,"Racing","Eidos Interactive",0.65,0.44,0,0.08,1.16,24
"Tetris","GBoy, Famicom",1988,"Puzzle","Nintendo",26.169999999999998,2.9499999999999997,6.029999999999999,0.69,35.84,33
"Tetris 2","Famicom",1993,"Puzzle","Nintendo",0.62,0.13,0.21,0.02,0.98,28
"Tetris 2 (All region sales)","GBoy",1992,"Puzzle","Nintendo",0.56,0.22,0.43,0.03,1.24,29
"Tetris 2 (weekly jp sales)","GBoy",1992,"Puzzle","Nintendo",0,0,0.23,0,0.23,29
"Tetris 2 + Bombliss","Famicom",1991,"Puzzle","BPS",0,0,0.32,0,0.32,30
"Tetris Attack","GBoy, SNES",1995,"Puzzle","Nintendo",0,0,0.38,0,0.38,26
"Tetris Axis","3DS",2011,"Puzzle","Tetris Online",0.2,0.13,0.06,0.03,0.43,10
"Tetris DS","NDS",2006,"Puzzle","Nintendo",0.64,0.07,1.35,0.08,2.13,15
"Tetris DX","GBoy",1998,"Puzzle","Nintendo",1.06,0.6,0.2,0.07,1.93,23
"Tetris Evolution","X360",2007,"Puzzle","THQ",0.08,0.02,0,0.01,0.11,14
"Tetris Party Deluxe","NDS, Wii1",2010,"Puzzle","Nintendo",0.63,0.47,0.13999999999999999,0.12000000000000001,1.3599999999999999,11
"Tetris Plus","PSX",1996,"Puzzle","JVC",2.1,0.24,0,0.07,2.4,25
"Tetris Ultimate","PSV",2014,"Puzzle","Ubisoft",0,0.01,0,0,0.01,7
"Tetris Worlds","PS2, GBA, GC",2001,"Puzzle","THQ",2.5300000000000002,1.1400000000000001,0,0.34,4.01,20
"Tetris Worlds (Online Edition)","XB",2003,"Puzzle","THQ",0.15,0.04,0,0.01,0.2,18
"Tetrisphere","N64",1997,"Puzzle","Nintendo",0.29,0.06,0,0,0.36,24
"Texas Hold 'Em Poker","GBA",2004,"Misc","Majesco Entertainment",0.44,0.16,0,0.01,0.61,17
"Texas Hold 'Em Poker DS","NDS",2005,"Misc","Majesco Entertainment",0.03,0,0,0,0.04,16
"That's So Raven","GBA",2004,"Adventure","Disney Interactive Studios",0.54,0.2,0,0.01,0.76,17
"That's So Raven 2: Supernatural Style","GBA",2005,"Adventure","Disney Interactive Studios",0.37,0.14,0,0.01,0.52,16
"That's So Raven: Psychic on the Scene","NDS",2006,"Adventure","Disney Interactive Studios",0.23,0,0,0.02,0.24,15
"The $1 Pyramid","Wii1",2011,"Misc","Ubisoft",0.08,0,0,0.01,0.09,10
"The 3rd Birthday","PSP",2010,"Role-Playing","Square Enix",0.13,0.07,0.27,0.05,0.51,11
"The 7th Guest","PC",1992,"Adventure","Virgin Interactive",0.01,0.77,0,0,0.78,29
"The Activision Decathlon","2600",1982,"Sports","Activision",0.52,0.03,0,0.01,0.55,39
"The Adventures of Cookie & Cream","PS2",2000,"Puzzle","Empire Interactive",0.09,0.07,0,0.02,0.18,21
"The Adventures of Darwin","PS2",2006,"Strategy","Essential Games",0.01,0,0.03,0,0.04,15
"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","GBA",2002,"Action","THQ",0.19,0.07,0,0,0.26,19
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GBA, PS2, GC",2004,"Action","THQ",0.82,0.38,0,0.07999999999999999,1.28,17
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","PS2, GBA, GC",2003,"Action","THQ",0.5499999999999999,0.27,0,0.060000000000000005,0.88,18
"The Adventures of Lomax","PSX",1996,"Platform","Psygnosis",0.01,0.01,0,0,0.03,25
"The Adventures of Tintin: The Game","Wii1, PS3, X360, 3DS",2011,"Action","Ubisoft",0.31,0.56,0,0.13999999999999999,1.01,10
"The Amazing Race","Wii1",2010,"Misc","Ubisoft",0.13,0,0,0.01,0.14,11
"The Amazing Spider-Man (Console Version)","PS3, X360, NDS, 3DS, Wii1, WiiU",2012,"Action","Activision",1.2000000000000002,0.7700000000000001,0,0.24000000000000005,2.23,9
"The Amazing Spider-Man (DS & Mobile Versions)","PSP",2009,"Action","Eidos Interactive",0,0.01,0,0,0.01,12
"The Amazing Spider-Man 2 (2014)","PS4, PS3, X360, XOne, 3DS, WiiU, PC",2014,"Action","Activision",0.54,0.6800000000000002,0.04,0.18,1.4400000000000002,7
"The Ant Bully","GC, PS2, Wii1, GBA",2006,"Platform","Midway Games",0.25,0.06999999999999999,0,0.02,0.35,15
"The Awakened Fate Ultimatum","PS3",2014,"Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,7
"The BIGS","PS2, Wii1, X360, PS3, PSP",2007,"Sports","Take-Two Interactive",1.02,0.27,0,0.10999999999999999,1.42,14
"The BIGS 2","Wii1, X360, PS2, PS3, PSP, NDS",2009,"Sports","Take-Two Interactive",0.81,0.1,0,0.09,0.98,12
"The Bachelor: The Videogame","Wii1, NDS",2010,"Misc","Warner Bros. Interactive Entertainment",0.18,0,0,0.02,0.2,11
"The Backyardigans","NDS",2009,"Adventure","Take-Two Interactive",0.24,0,0,0.02,0.26,12
"The Bard's Tale","PS2, XB",2004,"Role-Playing","Ubisoft",0.18,0.1,0,0.03,0.31,17
"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","PS2",2007,"Fighting","Banpresto",0,0,0.03,0,0.03,14
"The Beatles: Rock Band","Wii1, X360, PS3",2009,"Misc","MTV Games",2.83,0.9299999999999999,0,0.42000000000000004,4.18,12
"The Bee Game","NDS",2007,"Adventure","Midway Games",0.17,0,0,0.01,0.19,14
"The Berenstain Bears and the Spooky Old Tree","GBA",2005,"Platform","Namco Bandai Games",0.03,0.01,0,0,0.05,16
"The Bible Game","PS2, GBA, XB",2005,"Misc","Crave Entertainment",0.22,0.12,0,0.03,0.37,16
"The Biggest Loser","Wii1, NDS",2009,"Sports","THQ",1.05,0.22999999999999998,0,0.12,1.4000000000000001,12
"The Biggest Loser: Challenge","Wii1",2010,"Sports","THQ",0.49,0.13,0,0.05,0.67,11
"The Biggest Loser: Ultimate Workout","X360",2010,"Sports","THQ",0.73,0.1,0,0.06,0.9,11
"The Black Eyed Peas Experience","Wii1, X360",2011,"Misc","Ubisoft",0.5900000000000001,0.30000000000000004,0,0.09,0.98,10
"The Bombing Islands","PSX",1997,"Platform","Kemco",0.08,0.05,0,0.01,0.14,24
"The Book of Unwritten Tales","PC",2009,"Adventure","HMH Interactive",0,0.08,0,0.02,0.11,12
"The Book of Unwritten Tales 2","PS4, WiiU",2015,"Adventure","Nordic Games",0,0.06999999999999999,0,0.01,0.08,6
"The Book of Unwritten Tales: The Critter Chronicles","PC",2011,"Action","Crimson Cow",0,0.05,0,0.01,0.06,10
"The Bouncer","PS2",2000,"Action","Sony Computer Entertainment",0.3,0.23,0.38,0.08,0.99,21
"The Bureau: XCOM Declassified","PS3, X360, PC",2013,"Shooter","Take-Two Interactive",0.18,0.33,0,0.08,0.5800000000000001,8
"The Cages: Pro Style Batting Practice","Wii1",2010,"Sports","Konami Digital Entertainment",0.01,0,0,0,0.01,11
"The Cat in the Hat","GBA",2005,"Platform","Jack of All Games",0.27,0.1,0,0.01,0.38,16
"The Chase: Felix Meets Felicity","NDS",2009,"Action","Atari",0.04,0,0,0,0.04,12
"The Cheetah Girls","GBA",2006,"Misc","Disney Interactive Studios",0.01,0,0,0,0.02,15
"The Cheetah Girls: Passport to Stardom","NDS",2008,"Misc","Disney Interactive Studios",0.18,0,0,0.01,0.2,13
"The Cheetah Girls: Pop Star Sensations","NDS",2007,"Misc","Disney Interactive Studios",0.1,0,0,0.01,0.11,14
"The Chronicles of Narnia: Prince Caspian","PS2, Wii1, NDS, X360, PS3",2008,"Action","Disney Interactive Studios",1,0.21,0,0.13,1.3199999999999998,13
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","PS2, XB, NDS",2005,"Action","Disney Interactive Studios",0.66,0.07,0,0.07999999999999999,0.81,16
"The Chronicles of Riddick: Assault on Dark Athena","X360, PS3, PC",2009,"Shooter","Atari",0.28,0.21000000000000002,0,0.07,0.55,12
"The Clique: Diss and Make Up","NDS",2009,"Adventure","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12,12
"The Club","X360, PS3",2008,"Shooter","Sega",0.29000000000000004,0.17,0,0.05,0.5,13
"The Con","PSP",2005,"Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2,16
"The Conduit","Wii1",2009,"Shooter","Sega",0.29,0.23,0,0.06,0.58,12
"The Conveni 4","PS2",2006,"Simulation","Hamster Corporation",0,0,0.02,0,0.02,15
"The Conveni: Ano Machi wo Dokusen Seyo","PSX",1997,"Simulation","Human Entertainment",0,0,0.3,0.02,0.32,24
"The Crew","PS4, XOne, X360, PC",2014,"Racing","Ubisoft",0.6400000000000001,1.75,0.03,0.34,2.75,7
"The Crew: Wild Run","PS4, PC, XOne",2015,"Action","Ubisoft",0,0.12000000000000001,0,0.01,0.13,6
"The Croods: Prehistoric Party!","Wii1, NDS, 3DS, WiiU",2013,"Misc","D3Publisher",0.07999999999999999,0.14,0,0.02,0.26,8
"The Crow: City of Angels","PSX",1997,"Action","Acclaim Entertainment",0.01,0.01,0,0,0.02,24
"The Cube","Wii1",2012,"Action","Funbox Media",0,0.04,0,0,0.04,9
"The Cursed Crusade","PS3, X360, PC",2011,"Action","DTP Entertainment",0.15000000000000002,0.15000000000000002,0.01,0.05,0.36,10
"The Da Vinci Code","PS2, XB",2006,"Action","Take-Two Interactive",0.1,0.060000000000000005,0,0.02,0.18000000000000002,15
"The Dark Spire","NDS",2008,"Role-Playing","Success",0.04,0,0,0,0.05,13
"The Darkness","PS3, X360",2007,"Shooter","Take-Two Interactive",0.56,0.38,0.01,0.17,1.11,14
"The Darkness II","X360, PS3, PC",2012,"Shooter","Take-Two Interactive",0.48,0.29000000000000004,0,0.09,0.86,9
"The Destiny of Zorro","Wii1",2009,"Action","505 Games",0.1,0,0,0.01,0.1,12
"The Dog Island","Wii1, PS2",2007,"Adventure","Ubisoft",0.48,0.11,0,0.06,0.66,14
"The Dukes of Hazzard: Racing for Home","PSX",1999,"Racing","Ubisoft",0.99,0.16,0,0.04,1.19,22
"The Dukes of Hazzard: Return of the General Lee","PS2, XB",2004,"Racing","Ubisoft",0.16999999999999998,0.1,0,0.03,0.29,17
"The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86,19
"The Elder Scrolls IV: Oblivion","X360, PS3, PC",2006,"Role-Playing","Take-Two Interactive",4.52,2.12,0.27,0.8700000000000001,7.77,15
"The Elder Scrolls Online","PS4, XOne, PC",2014,"Role-Playing","Bethesda Softworks",1.7500000000000002,1.6400000000000001,0,0.49,3.89,7
"The Elder Scrolls V: Skyrim","X360, PS3, PC",2011,"Role-Playing","Bethesda Softworks",8.73,7.66,0.35,2.54,19.279999999999998,10
"The Evil Within","PS4, PS3, XOne, X360, PC",2014,"Action","Bethesda Softworks",1.5000000000000002,1.8399999999999999,0.24,0.56,4.15,7
"The Eye of Judgment","PS3",2007,"Misc","Sony Computer Entertainment",0.28,0,0.02,0.03,0.34,14
"The Eye of Judgment: Legends","PSP",2010,"Strategy","Sony Computer Entertainment",0,0,0.01,0,0.01,11
"The Fairly Odd Parents: Breakin Da Rules","PS2, XB",2003,"Platform","THQ",0.41000000000000003,0.27,0,0.09,0.78,18
"The Fairly Odd Parents: Breakin' Da Rules","GBA",2003,"Platform","THQ",0.39,0.14,0,0.01,0.54,18
"The Fairly Odd Parents: Clash with the Anti-World","GBA",2005,"Adventure","THQ",0.11,0.04,0,0,0.15,16
"The Fairly Odd Parents: Enter the Cleft","GBA",2002,"Platform","THQ",0.14,0.05,0,0,0.2,19
"The Fairly Odd Parents: Game Boy Advance Video Volume 1","GBA",2004,"Misc","N/A",0.31,0.11,0,0.01,0.43,17
"The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA",2004,"Misc","N/A",0.3,0.11,0,0.01,0.42,17
"The Fairly Odd Parents: Shadow Showdown","PS2, GBA, GC",2004,"Platform","THQ",0.5800000000000001,0.26,0,0.060000000000000005,0.8899999999999999,17
"The Fairly OddParents: Breakin' Da Rules","GC",2003,"Platform","THQ",0.16,0.04,0,0.01,0.21,18
"The Fast and the Furious","PS2, PSP",2006,"Racing","Namco Bandai Games",0.05,0.02,0,0.01,0.08,15
"The Fifth Element","PSX",1998,"Action","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14,23
"The Fight: Lights Out","PS3",2010,"Fighting","Sony Computer Entertainment",0.29,0.22,0,0.09,0.6,11
"The Final Fantasy Legend","GBoy",1989,"Role-Playing","SquareSoft",0,0,1.1,0,1.1,32
"The Final Round","PSX",1996,"Sports","Konami Digital Entertainment",0.04,0.03,0,0,0.07,25
"The First Templar","X360, PC",2011,"Action","Kalypso Media",0.12,0.05,0,0.02,0.19,10
"The Flintstones: Bedrock Bowling","PSX",2000,"Sports","Ubisoft",0.07,0.05,0,0.01,0.13,21
"The Flintstones: Big Trouble in Bedrock","GBA",2001,"Platform","Swing! Entertainment",0.02,0.01,0,0,0.03,20
"The Game of Life / Yahtzee / Payday","GBA",2005,"Misc","Zoo Digital Publishing",0.13,0.05,0,0,0.18,16
"The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,19
"The Getaway: Black Monday","PS2",2004,"Action","Sony Computer Entertainment",0.39,1.01,0.02,0.36,1.78,17
"The God of War Trilogy","PS3",2010,"Action","Sony Computer Entertainment",0,0.07,0.03,0.02,0.12,11
"The Godfather","PS2",2006,"Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09,15
"The Godfather (JP sales)","PS2, X360",2006,"Action","Electronic Arts",0.39,0.02,0.01,0.06,0.48,15
"The Godfather (US & Others sales)","X360",2006,"Action","Electronic Arts",0.2,0.02,0,0.02,0.24,15
"The Godfather (US sales)","XB",2006,"Action","Electronic Arts",0.33,0.1,0,0.02,0.44,15
"The Godfather (old US sales)","XB",2006,"Action","Electronic Arts",0.42,0.11,0,0.02,0.55,15
"The Godfather II","X360, PS3",2009,"Action","Electronic Arts",0.8799999999999999,0.45999999999999996,0.02,0.19,1.54,12
"The Godfather: Blackhand Edition","Wii1",2007,"Adventure","Electronic Arts",0.14,0,0,0.01,0.16,14
"The Godfather: Dons Edition","PS3",2007,"Action","Electronic Arts",0.25,0.02,0,0.03,0.29,14
"The Godfather: Mob Wars","PSP",2006,"Action","Electronic Arts",0.09,0.01,0,0.01,0.11,15
"The Golden Compass","NDS, PS2, X360, PS3",2007,"Action","Sega",0.85,0.47,0,0.54,1.87,14
"The Granstream Saga","PSX",1997,"Role-Playing","Sony Computer Entertainment",0.08,0.05,0,0.01,0.14,24
"The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES",1994,"Action","Banpresto",0,0,0.03,0,0.03,27
"The Great Escape","PS2, XB",2003,"Action","SCi",0.15000000000000002,0.08,0,0.02,0.26,18
"The Great Mystery Hidden Object Package 5","PC",2015,"Adventure","Rondomedia",0,0.03,0,0,0.03,6
"The Grim Adventures of Billy & Mandy","GC, Wii1",2006,"Action","Midway Games",0.17,0.03,0,0,0.22000000000000003,15
"The Grinch","PSX",1999,"Adventure","Konami Digital Entertainment",0.29,0.2,0,0.03,0.52,22
"The Guided Fate Paradox","PS3",2013,"Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07,8
"The Gunstringer","X360",2011,"Shooter","Microsoft Game Studios",0.26,0.11,0,0.04,0.41,10
"The Guy Game","PS2, XB",2004,"Misc","Gathering of Developers",0.12000000000000001,0.07,0,0.02,0.2,17
"The Hardy Boys: The Hidden Theft","Wii1",2009,"Adventure","The Adventure Company",0.07,0.03,0,0.01,0.11,12
"The Hardy Boys: Treasure on the Tracks","NDS",2009,"Adventure","Sega",0.11,0,0,0.01,0.11,12
"The Haunted: Hell's Reach","PC",2011,"Shooter","Visco",0.02,0,0,0,0.02,10
"The Heavy Rain and Beyond: Two Souls Collection","PS4",2016,"Action","Sony Computer Entertainment",0,0.16,0,0.03,0.19,5
"The History Channel: Battle for the Pacific","Wii1, PS3, X360",2007,"Shooter","Activision",0.22000000000000003,0,0,0.02,0.24,14
"The History Channel: Civil War - A Nation Divided","X360",2006,"Shooter","Activision",0.13,0,0,0.01,0.14,15
"The History Channel: Civil War - Secret Missions","PS3",2008,"Shooter","Activision",0.09,0,0,0.01,0.1,13
"The History Channel: Great Battles - Medieval","X360",2010,"Strategy","Slitherine Software",0.08,0.04,0,0.01,0.13,11
"The Hobbit","PS2, XB, GBA, GC",2003,"Platform","Vivendi Games",0.7100000000000001,0.32999999999999996,0,0.08,1.14,18
"The House of The Dead III","XB",2002,"Shooter","Sega",0.29,0.08,0,0.01,0.39,19
"The House of the Dead","SAT",1997,"Shooter","Sega",0,0,0.13,0,0.13,24
"The House of the Dead 2","DC",1998,"Shooter","Sega",0,0,0.26,0,0.26,23
"The House of the Dead 2 & 3 Return","Wii1",2008,"Shooter","Sega",0.78,0.5,0.03,0.15,1.47,13
"The House of the Dead: Overkill","Wii1",2009,"Shooter","Sega",0.46,0.31,0.02,0.09,0.87,12
"The House of the Dead: Overkill - Extended Cut","PS3",2011,"Shooter","Sega",0.15,0.17,0,0.06,0.38,10
"The Humans: Meet the Ancestors!","NDS",2009,"Puzzle","Deep Silver",0.01,0,0,0,0.01,12
"The Hustle: Detroit Streets","PSP, PS2, XB",2005,"Sports","Deep Silver",0.1,0.02,0,0.02,0.13999999999999999,16
"The ICO & Shadow of the Colossus Collection","PS3",2011,"Adventure","Sony Computer Entertainment",0.67,0.37,0.13,0.17,1.35,10
"The IdolM@ster: Gravure For You! Vol. 6","PS3",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03,9
"The IdolM@ster: One for All","PS3",2014,"Misc","Namco Bandai Games",0,0,0.13,0,0.13,7
"The Idolm@ster","X360",2007,"Simulation","Namco Bandai Games",0,0,0.08,0,0.08,14
"The Idolm@ster 2","PS3",2011,"Misc","Namco Bandai Games",0,0,0.16,0,0.16,10
"The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon","PSP",2009,"Adventure","Namco Bandai Games",0,0,0.23,0,0.23,12
"The Idolm@ster: Dearly Stars","NDS",2009,"Adventure","Namco Bandai Games",0,0,0.05,0,0.05,12
"The Idolm@ster: Live for You!","X360",2008,"Misc","Namco Bandai Games",0,0,0.07,0,0.07,13
"The Idolm@ster: Must Songs - Red Board / Blue Board","PSV",2015,"Misc","Namco Bandai Games",0,0,0.04,0,0.04,6
"The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune","PSP",2012,"Action","Namco Bandai Games",0,0,0.17,0,0.17,9
"The Idolmaster 2","X360",2011,"Simulation","Namco Bandai Games",0,0,0.05,0,0.05,10
"The Idolmaster: Gravure For You! Vol. 2","PS3",2011,"Misc","Namco Bandai Games",0,0,0.05,0,0.05,10
"The Idolmaster: Gravure For You! Vol. 3","PS3",2011,"Misc","Namco Bandai Games",0,0,0.08,0,0.08,10
"The Idolmaster: Gravure For You! Vol. 4","PS3",2012,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,9
"The Idolmaster: Gravure For You! Vol. 5","PS3",2012,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,9
"The Idolmaster: Gravure For You! Vol.7","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02,9
"The Idolmaster: Gravure For You! Vol.8","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02,9
"The Idolmaster: Gravure For You! Vol.9","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02,9
"The Idolmaster: Platinum Stars","PS4",2016,"Simulation","Namco Bandai Games",0,0,0.09,0,0.09,5
"The Incredible Hulk","GBA, PS2, Wii1, PS3, X360, NDS",2003,"Action","Universal Interactive",1.66,0.23,0,0.15,2.0300000000000002,18
"The Incredible Hulk: The Pantheon Saga","PSX",1996,"Action","Eidos Interactive",0.09,0.06,0,0.01,0.16,25
"The Incredible Hulk: Ultimate Destruction","PS2, XB, GC",2005,"Action","Vivendi Games",0.54,0.28,0,0.08,0.92,16
"The Incredibles","PS2, GBA, GC",2004,"Action","THQ",2.76,2.02,0.08,0.42000000000000004,5.27,17
"The Incredibles: Rise of the Underminer","GBA, PS2, GC, NDS, XB, PC",2005,"Action","THQ",0.79,0.31000000000000005,0,0.07,1.1800000000000002,16
"The Inner World","PC",2013,"Adventure","Headup Games",0,0.03,0,0,0.03,8
"The Invincible Iron Man","GBA",2002,"Action","Activision",0.03,0.01,0,0,0.04,19
"The Island of Dr. Frankenstein","Wii1",2009,"Adventure","Storm City Games",0.03,0,0,0,0.03,12
"The Italian Job","PS2, XB, GC",2003,"Racing","Eidos Interactive",0.19999999999999998,0.12,0,0.03,0.33999999999999997,18
"The Jak and Daxter Collection","PS3",2012,"Platform","Sony Computer Entertainment",0.6,0.19,0,0.1,0.89,9
"The King of Fighters '94","NG",1994,"Fighting","SNK",0,0,0.12,0,0.12,27
"The King of Fighters '94 (CD)","NG",1993,"Fighting","SNK",0,0,0.14,0,0.14,28
"The King of Fighters '95","SAT, NG, PSX",1995,"Fighting","SNK Playmore",0,0,0.64,0.01,0.65,26
"The King of Fighters '95 (CD)","NG",1994,"Fighting","SNK",0,0,0.23,0,0.23,27
"The King of Fighters '96","SAT, PSX, NG",1996,"Fighting","SNK",0,0,0.34,0.01,0.35,25
"The King of Fighters '97","PSX, SAT",1998,"Fighting","SNK",0,0,0.33,0.01,0.34,23
"The King of Fighters '98 Ultimate Match","PS2",2008,"Fighting","Ignition Entertainment",0.04,0.03,0.03,0.01,0.12,13
