"row ID","Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row9743","The King of Fighters Kyo","PSX",1998,"Fighting","SNK Playmore",0.0,0.0,0.04,0.0,0.04
"Row9744","The King of Fighters NeoWave","XB",2006,"Fighting","SNK Playmore",0.02,0.0,0.0,0.0,0.02
"Row9745","The King of Fighters Portable '94~'98: Chapter of Orochi","PSP",2010,"Fighting","SNK Playmore",0.0,0.0,0.03,0.0,0.03
"Row9746","The King of Fighters XI","PS2",2006,"Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19
"Row9747","The King of Fighters XII","PS3 X360",2009,"Fighting","Ignition Entertainment",0.2,0.01,0.04,0.02,0.27
"Row9748","The King of Fighters XIII","X360 PS3",2011,"Fighting","Rising Star Games",0.4,0.14,0.05,0.06,0.64
"Row9749","The King of Fighters XIV","PS4",2016,"Fighting","Deep Silver",0.04,0.01,0.03,0.01,0.09
"Row9750","The King of Fighters: Dream Match 1999","DC",1999,"Fighting","SNK",0.0,0.0,0.1,0.0,0.1
"Row9751","The King of Fighters: Evolution","DC",2000,"Fighting","SNK",0.0,0.0,0.07,0.0,0.07
"Row9752","The King of Route 66","PS2",2003,"Racing","Sega",0.03,0.02,0.0,0.01,0.06
"Row9753","The Kore Gang","Wii1",2010,"Platform","Flashpoint Games",0.04,0.0,0.0,0.0,0.04
"Row9754","The LEGO Movie Videogame","X360 PS3 3DS PS4 WiiU XOne PSV PC",2014,"Action","Warner Bros. Interactive Entertainment",2.3,2.2800000000000002,0.11,0.65,5.329999999999999
"Row9755","The Land Before Time: Big Water Adventure","PSX",2002,"Platform","TDK Mediactive",0.12,0.08,0.0,0.01,0.21
"Row9756","The Land Before Time: Great Valley Racing Adventure","PSX",2001,"Racing","TDK Mediactive",0.05,0.04,0.0,0.01,0.1
"Row9757","The Land Before Time: Into the Mysterious Beyond","GBA",2006,"Platform","Game Factory",0.01,0.0,0.0,0.0,0.01
"Row9758","The Last Airbender","Wii1 NDS",2010,"Action","THQ",0.25,0.11000000000000001,0.0,0.03,0.39
"Row9759","The Last Guy","PS3",2009,"Action","Sony Computer Entertainment",0.0,0.0,0.03,0.0,0.03
"Row9760","The Last Remnant","X360 PC",2008,"Role-Playing","Square Enix",0.25,0.21000000000000002,0.18,0.06,0.7
"Row9761","The Last Story","Wii1",2011,"Role-Playing","Nintendo",0.32,0.13,0.18,0.04,0.68
"Row9762","The Last of Us","PS3 PS4",2013,"Action","Sony Computer Entertainment Europe",4.19,4.15,0.35000000000000003,1.83,10.54
"Row9763","The Legend of Alon D'ar","PS2",2001,"Role-Playing","Ubisoft",0.04,0.03,0.0,0.01,0.08
"Row9764","The Legend of Dragoon","PSX",1999,"Role-Playing","Sony Computer Entertainment",0.94,0.44,0.39,0.1,1.86
"Row9765","The Legend of Heroes II: Prophecy of the Moonlight Witch","PSP",2004,"Role-Playing","Namco Bandai Games",0.03,0.0,0.11,0.0,0.14
"Row9766","The Legend of Heroes III: Song of the Ocean","PSP",2006,"Role-Playing","Namco Bandai Games",0.03,0.0,0.0,0.0,0.03
"Row9767","The Legend of Heroes VII: The Trail of Blue","PSP PSV",2011,"Role-Playing","Falcom Corporation",0.0,0.0,0.26,0.0,0.26
"Row9768","The Legend of Heroes VII: The Trail of Zero","PSP PSV",2010,"Role-Playing","Falcom Corporation",0.0,0.0,0.23,0.0,0.23
"Row9769","The Legend of Heroes: A Tear of Vermillion","PSP",2005,"Role-Playing","Namco Bandai Games",0.08,0.0,0.0,0.01,0.09
"Row9770","The Legend of Heroes: Trails in the Sky First Chapter","PSP PSV PS3",2006,"Role-Playing","Ghostlight",0.1,0.03,0.17,0.03,0.32
"Row9771","The Legend of Heroes: Trails in the Sky SC Evolution","PSV",2015,"Role-Playing","Kadokawa Games",0.0,0.0,0.03,0.0,0.03
"Row9772","The Legend of Heroes: Trails in the Sky Second Chapter","PSP PS3",2007,"Role-Playing","Falcom Corporation",0.0,0.0,0.08,0.0,0.08
"Row9773","The Legend of Heroes: Trails in the Sky Third Chapter","PSP PSV PS3",2008,"Role-Playing","Falcom Corporation",0.0,0.0,0.1,0.0,0.1
"Row9774","The Legend of Heroes: Trails of Cold Steel","PSV PS3",2013,"Role-Playing","Nippon Ichi Software",0.13,0.09,0.26,0.06,0.53
"Row9775","The Legend of Heroes: Trails of Cold Steel II","PSV PS3",2014,"Role-Playing","Nippon Ichi Software",0.03,0.0,0.24,0.01,0.27
"Row9776","The Legend of Kage 2","NDS",2008,"Action","Square Enix",0.07,0.0,0.0,0.0,0.08
"Row9777","The Legend of Korra (3DS)","3DS",2014,"Strategy","Activision",0.02,0.0,0.0,0.0,0.03
"Row9778","The Legend of Legacy","3DS",2015,"Role-Playing","FuRyu",0.11,0.02,0.1,0.01,0.25
"Row9779","The Legend of Spyro: A New Beginning","NDS GC",2006,"Platform","Vivendi Games",0.49,0.05,0.0,0.04,0.5700000000000001
"Row9780","The Legend of Spyro: Dawn of the Dragon","Wii1 NDS PS3 PS2 X360",2008,"Platform","Vivendi Games",1.08,0.66,0.0,0.48,2.2199999999999998
"Row9781","The Legend of Spyro: The Eternal Night","PS2 NDS Wii1",2007,"Platform","Vivendi Games",0.71,0.21,0.0,0.1,1.01
"Row9782","The Legend of Zelda","Famicom",1986,"Action","Nintendo",3.74,0.93,1.69,0.14,6.51
"Row9783","The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,0.99,0.46,0.22,3.07
"Row9784","The Legend of Zelda: A Link to the Past","SNES GBA",1991,"Action","Nintendo",4.17,1.4300000000000002,1.48,0.23,7.3100000000000005
"Row9785","The Legend of Zelda: Four Swords Adventures","GC",2004,"Action","Nintendo",0.63,0.16,0.0,0.02,0.81
"Row9786","The Legend of Zelda: Link's Awakening","GBoy",1992,"Action","Nintendo",2.21,0.96,0.54,0.13,3.83
"Row9787","The Legend of Zelda: Link's Awakening DX","GBoy",1998,"Adventure","Nintendo",1.0,0.63,0.45,0.13,2.22
"Row9788","The Legend of Zelda: Majora's Mask","N64",2000,"Action","Nintendo",1.9,0.67,0.73,0.06,3.36
"Row9789","The Legend of Zelda: Majora's Mask 3D","3DS",2015,"Action","Nintendo",1.14,0.54,0.47,0.17,2.32
"Row9790","The Legend of Zelda: Ocarina of Time","N64 3DS",1998,"Action","Nintendo",6.129999999999999,3.16,2.07,0.45999999999999996,11.809999999999999
"Row9791","The Legend of Zelda: Oracle of Ages","GBoy",2001,"Action","Nintendo",0.92,0.53,0.41,0.06,1.92
"Row9792","The Legend of Zelda: Oracle of Seasons","GBoy",2001,"Adventure","Nintendo",0.87,0.52,0.41,0.06,1.86
"Row9793","The Legend of Zelda: Phantom Hourglass","NDS",2007,"Action","Nintendo",1.9,1.83,0.95,0.49,5.17
"Row9794","The Legend of Zelda: Skyward Sword","Wii1",2011,"Action","Nintendo",2.14,1.2,0.37,0.4,4.1
"Row9795","The Legend of Zelda: Spirit Tracks","NDS",2009,"Action","Nintendo",1.43,0.94,0.74,0.27,3.38
"Row9796","The Legend of Zelda: The Minish Cap","GBA",2004,"Action","Nintendo",0.89,0.22,0.22,0.1,1.42
"Row9797","The Legend of Zelda: The Wind Waker","GC WiiU",2002,"Action","Nintendo",3.5300000000000002,1.56,1.03,0.26,6.369999999999999
"Row9798","The Legend of Zelda: Tri Force Heroes","3DS",2015,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1
"Row9799","The Legend of Zelda: Twilight Princess","Wii1 GC",2006,"Action","Nintendo",4.98,2.55,0.64,0.74,8.9
"Row9800","The Legend of Zelda: Twilight Princess HD","WiiU",2016,"Action","Nintendo",0.48,0.3,0.08,0.08,0.94
"Row9801","The Legend of the Mystical Ninja","SNES",1991,"Adventure","Konami Digital Entertainment",0.0,0.0,0.48,0.0,0.48
"Row9802","The Legendary Starfy","NDS",2008,"Platform","Nintendo",0.61,0.0,0.2,0.05,0.86
"Row9803","The Longest Journey","PC",1999,"Adventure","Empire Interactive",0.0,0.01,0.0,0.0,0.02
"Row9804","The Lord of the Rings Online: Mines of Moria","PC",2008,"Role-Playing","Codemasters Online",0.0,0.02,0.0,0.0,0.02
"Row9805","The Lord of the Rings: Aragorn's Quest","Wii1 PS3 NDS PSP PS2",2010,"Action","Warner Bros. Interactive Entertainment",0.47,0.15,0.0,0.08,0.71
"Row9806","The Lord of the Rings: Conquest","PS3 X360 NDS PC",2009,"Action","Electronic Arts",0.84,0.5,0.0,0.19,1.54
"Row9807","The Lord of the Rings: The Battle for Middle-Earth","PC",2004,"Strategy","Electronic Arts",0.01,0.06,0.0,0.01,0.08
"Row9808","The Lord of the Rings: The Battle for Middle-Earth II","X360 PC",2006,"Strategy","Electronic Arts",0.01,0.060000000000000005,0.0,0.01,0.08
"Row9809","The Lord of the Rings: The Fellowship of the Ring","PS2 XB",2002,"Action","Black Label Games",0.8999999999999999,0.65,0.0,0.18,1.73
"Row9810","The Lord of the Rings: The Return of the King","PS2 XB GC GBA",2003,"Action","Electronic Arts",3.14,1.9500000000000002,0.05,0.54,5.67
"Row9811","The Lord of the Rings: The Third Age","PS2 GC GBA",2004,"Role-Playing","Electronic Arts",0.87,0.14,0.0,0.09,1.0899999999999999
"Row9812","The Lord of the Rings: The Two Towers","PS2 GBA XB GC",2002,"Action","Electronic Arts",3.33,2.4999999999999996,0.08,0.75,6.65
"Row9813","The Lord of the Rings: War in the North","PC",2011,"Action","Warner Bros. Interactive Entertainment",0.04,0.11,0.0,0.03,0.18
"Row9814","The Lost Chronicles of Zerzura","PC",2012,"Adventure","DTP Entertainment",0.0,0.05,0.0,0.01,0.06
"Row9815","The Lost Vikings","GBA",2003,"Puzzle","Activision",0.04,0.01,0.0,0.0,0.05
"Row9816","The Lost World: Jurassic Park","PSX",1997,"Action","Electronic Arts",0.57,0.39,0.0,0.07,1.02
"Row9817","The Magic School Bus: Oceans","NDS",2011,"Adventure","Scholastic Inc.",0.21,0.0,0.0,0.01,0.23
"Row9818","The Magical Quest starring Mickey Mouse","SNES",1992,"Platform","Capcom",0.66,0.17,0.35,0.03,1.21
"Row9819","The Mark of Kri","PS2",2002,"Action","Sony Computer Entertainment",0.22,0.18,0.0,0.06,0.46
"Row9820","The Matrix: Path of Neo","PS2 XB",2005,"Action","Atari",0.64,0.08,0.0,0.08,0.8
"Row9821","The Misadventures of Tron Bonne","PSX",1999,"Adventure","Eidos Interactive",0.03,0.02,0.0,0.0,0.05
"Row9822","The Monkey King: The Legend Begins","Wii1",2007,"Shooter","Starfish",0.04,0.0,0.0,0.0,0.04
"Row9823","The Movies","PC",2005,"Simulation","Activision",0.01,0.03,0.0,0.01,0.04
"Row9824","The Mummy","GBA",2002,"Action","Ubisoft",0.01,0.0,0.0,0.0,0.02
"Row9825","The Mummy Returns","PS2",2001,"Action","Universal Interactive",0.25,0.19,0.0,0.06,0.5
"Row9826","The Mummy: Tomb of the Dragon Emperor","PS2 Wii1 NDS",2008,"Action","Vivendi Games",0.28,0.1,0.0,0.05,0.42999999999999994
"Row9827","The Munchables","Wii1",2009,"Action","Namco Bandai Games",0.17,0.0,0.0,0.01,0.19
"Row9828","The Mysterious Case of Dr. Jekyll and Mr. Hyde","NDS",2010,"Adventure","O-Games",0.02,0.03,0.0,0.01,0.06
"Row9829","The Mysterious Murasame Castle","Famicom",1986,"Action","Nintendo",0.0,0.0,0.57,0.0,0.57
"Row9830","The Naked Brothers Band: The Video Game","Wii1 NDS PS2",2008,"Misc","THQ",0.45,0.06,0.0,0.04,0.5800000000000001
"Row9831","The New Tetris","N64",1999,"Puzzle","Nintendo",0.22,0.05,0.02,0.0,0.29
"Row9832","The New York Times Crosswords","NDS",2007,"Puzzle","Majesco Entertainment",0.42,0.0,0.0,0.03,0.45
"Row9833","The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0.0,0.05,0.0,0.01,0.06
"Row9834","The Next Tetris","PSX",1998,"Puzzle","Atari",0.45,0.31,0.0,0.05,0.81
"Row9835","The Night of the Rabbit","PC",2013,"Adventure","Daedalic Entertainment",0.0,0.03,0.0,0.0,0.04
"Row9836","The Nightmare of Druaga: Fushigino Dungeon","PS2",2004,"Role-Playing","Arika",0.03,0.02,0.0,0.01,0.05
"Row9837","The Operative: No One Lives Forever","PS2",2002,"Shooter","Electronic Arts",0.07,0.05,0.0,0.02,0.14
"Row9838","The Orange Box","X360 PS3 PC",2007,"Shooter","Electronic Arts",1.37,1.24,0.02,0.42000000000000004,3.0500000000000003
"Row9839","The Order: 1886","PS4",2015,"Shooter","Sony Computer Entertainment",0.61,0.78,0.06,0.27,1.72
"Row9840","The Oregon Trail","Wii1 3DS",2011,"Simulation","Crave Entertainment",0.27,0.0,0.0,0.02,0.28
"Row9841","The Outfit","X360",2006,"Action","THQ",0.21,0.02,0.0,0.02,0.25
"Row9842","The Peanuts Movie: Snoopy's Grand Adventure","3DS PS4 X360",2015,"Action","Activision",0.0,0.07,0.0,0.0,0.09
"Row9843","The Penguins of Madagascar","NDS",2010,"Action","THQ",0.13,0.12,0.0,0.02,0.27
"Row9844","The Penguins of Madagascar: Dr. Blowhole Returns - Again!","NDS X360 Wii1 PS3",2011,"Action","THQ",0.23,0.12,0.0,0.04,0.4099999999999999
"Row9845","The Perfect Golf","PSX",1995,"Sports","Seta Corporation",0.0,0.0,0.03,0.0,0.03
"Row9846","The Pinball of the Dead","GBA",2002,"Misc","Sega",0.05,0.02,0.0,0.0,0.06
"Row9847","The Polar Express","PS2 GBA GC",2004,"Adventure","THQ",0.33,0.16,0.0,0.03,0.53
"Row9848","The Powerpuff Girls: Chemical X-Traction","PSX N64",2001,"Action","BAM! Entertainment",0.27,0.13,0.0,0.02,0.41000000000000003
"Row9849","The Powerpuff Girls: Him and Seek","GBA",2002,"Platform","BAM! Entertainment",0.31,0.11,0.0,0.01,0.43
"Row9850","The Powerpuff Girls: Relish Rampage","PS2 GC",2002,"Action","BAM! Entertainment",0.27,0.18000000000000002,0.0,0.06,0.52
"Row9851","The Price is Right","Wii1 NDS",2008,"Misc","Ubisoft",1.23,0.0,0.0,0.1,1.33
"Row9852","The Price is Right 2010 Edition","Wii1 NDS",2009,"Misc","Ubisoft",0.33999999999999997,0.0,0.0,0.03,0.37
"Row9853","The Price is Right: Decades","Wii1 X360",2011,"Misc","Ubisoft",0.22999999999999998,0.0,0.0,0.02,0.24
"Row9854","The Princess and the Frog","NDS Wii1",2009,"Platform","Disney Interactive Studios",0.7,0.30000000000000004,0.0,0.1,1.1099999999999999
"Row9855","The Professor's Brain Trainer: Logic","NDS",2005,"Puzzle","505 Games",0.02,0.0,0.0,0.0,0.02
"Row9856","The Punisher","PS2 XB",2005,"Action","THQ",0.47,0.26,0.0,0.08,0.81
"Row9857","The Putter Golf","PSX",2001,"Sports","D3Publisher",0.04,0.03,0.0,0.0,0.07
"Row9858","The Quest Trio","NDS",2008,"Puzzle","Avanquest",0.14,0.01,0.0,0.01,0.15
"Row9859","The Raiden Project","PSX",1995,"Shooter","Ocean",0.06,0.04,0.12,0.01,0.23
"Row9860","The Revenge of Shinobi","GBA",2002,"Platform","Atari",0.07,0.02,0.0,0.0,0.09
"Row9861","The Ripping Friends","GBA",2002,"Action","THQ",0.03,0.01,0.0,0.0,0.04
"Row9862","The Rise of the Argonauts","PS3 X360 PC",2008,"Role-Playing","Codemasters",0.08,0.25,0.0,0.04,0.37
"Row9863","The Rub Rabbits!","NDS",2005,"Puzzle","Sega",0.03,0.0,0.04,0.0,0.07
"Row9864","The Saboteur","X360 PS3 PC",2009,"Action","Electronic Arts",0.46,0.48,0.0,0.14,1.07
"Row9865","The Scorpion King: Rise of the Akkadian","PS2 GC",2002,"Action","Universal Interactive",0.19,0.11,0.0,0.03,0.34
"Row9866","The Scorpion King: Sword of Osiris","GBA",2002,"Action","Vivendi Games",0.13,0.05,0.0,0.0,0.19
"Row9867","The Secret Saturdays: Beasts of the 5th Sun","PS2 Wii1 PSP NDS",2009,"Action","D3Publisher",0.30000000000000004,0.02,0.0,0.10999999999999999,0.42
"Row9868","The Secret World","PC",2012,"Role-Playing","Funcom",0.07,0.08,0.0,0.02,0.17
"Row9869","The Settlers","NDS",2007,"Action","Ubisoft",0.1,0.0,0.0,0.01,0.11
"Row9870","The Settlers 7: Paths to a Kingdom","PC",2010,"Strategy","Ubisoft",0.0,0.26,0.0,0.06,0.32
"Row9871","The Settlers II 10th Anniversary","PC",2006,"Action","Ubisoft",0.0,0.02,0.0,0.0,0.03
"Row9872","The Settlers IV","PC",2001,"Strategy","Blue Byte",0.0,0.02,0.0,0.0,0.02
"Row9873","The Settlers: Rise of an Empire","PC",2007,"Strategy","Ubisoft",0.01,0.01,0.0,0.0,0.02
"Row9874","The Seven Deadly Sins: Unjust Sin","3DS",2015,"Adventure","Namco Bandai Games",0.0,0.0,0.08,0.0,0.08
"Row9875","The Shoot","PS3",2010,"Shooter","Sony Computer Entertainment",0.13,0.16,0.01,0.06,0.35
"Row9876","The Simpsons Game","NDS PS2 PSP X360 Wii1 PS3",2007,"Action","Electronic Arts",2.53,2.6100000000000003,0.0,1.98,7.12
"Row9877","The Simpsons Skateboarding","PS2",2002,"Sports","Electronic Arts",0.36,0.9,0.0,0.27,1.52
"Row9878","The Simpsons: Hit & Run","PS2 XB GC",2003,"Racing","Vivendi Games",3.1999999999999997,2.97,0.0,0.8900000000000001,7.040000000000001
"Row9879","The Simpsons: Road Rage","PS2 GBA XB GC",2001,"Racing","Electronic Arts",3.85,1.8,0.0,0.46,6.09
"Row9880","The Sims","PS2 GC XB PC",2000,"Simulation","Electronic Arts",2.0799999999999996,1.3800000000000001,0.0,0.27,3.7299999999999995
"Row9881","The Sims 2","PSP NDS PS2 GBA GC PC XB",2004,"Simulation","Electronic Arts",2.7299999999999995,1.12,0.0,0.5900000000000001,4.42
"Row9882","The Sims 2: Apartment Life","PC",2008,"Simulation","Electronic Arts",0.0,0.07,0.0,0.02,0.09
"Row9883","The Sims 2: Apartment Pets","NDS",2008,"Simulation","Electronic Arts",0.32,0.31,0.0,0.07,0.7
"Row9884","The Sims 2: Bon Voyage","PC",2007,"Simulation","Electronic Arts",0.01,0.01,0.0,0.0,0.03
"Row9885","The Sims 2: Castaway","Wii1 PSP NDS PS2",2007,"Simulation","Electronic Arts",1.4600000000000002,1.1600000000000001,0.0,0.5,3.1300000000000003
"Row9886","The Sims 2: Family Fun Stuff","PC",2006,"Simulation","Electronic Arts",0.0,0.01,0.0,0.0,0.02
"Row9887","The Sims 2: Glamour Life Stuff","PC",2006,"Simulation","Electronic Arts",0.0,0.03,0.0,0.01,0.03
"Row9888","The Sims 2: Happy Holiday Stuff","PC",2006,"Simulation","Electronic Arts",0.01,0.01,0.0,0.0,0.02
"Row9889","The Sims 2: Ikea Home Stuff","PC",2008,"Simulation","Electronic Arts",0.0,0.07,0.0,0.02,0.08
"Row9890","The Sims 2: Nightlife","PC",2005,"Simulation","Electronic Arts",1.22,0.05,0.0,0.0,1.27
"Row9891","The Sims 2: Open for Business","PC",2006,"Simulation","Electronic Arts",0.46,0.05,0.0,0.0,0.52
"Row9892","The Sims 2: Pets","NDS PSP Wii1 PS2 GC PC",2006,"Simulation","Electronic Arts",1.77,1.4400000000000002,0.0,0.77,3.9799999999999995
"Row9893","The Sims 2: Seasons","PC",2007,"Simulation","Electronic Arts",0.01,0.04,0.0,0.01,0.07
"Row9894","The Sims 2: University","PC",2005,"Simulation","Electronic Arts",0.01,0.04,0.0,0.01,0.06
"Row9895","The Sims 3","PC X360 PS3 Wii1 3DS NDS",2009,"Simulation","Electronic Arts",4.279999999999999,9.6,0.05,1.53,15.45
"Row9896","The Sims 3: Ambitions","PC",2010,"Simulation","Electronic Arts",0.0,0.29,0.0,0.18,0.47
"Row9897","The Sims 3: Barnacle Bay","PC",2011,"Simulation","Electronic Arts",0.07,0.0,0.0,0.01,0.07
"Row9898","The Sims 3: Fast Lane Stuff","PC",2010,"Simulation","Electronic Arts",0.01,0.05,0.0,0.02,0.08
"Row9899","The Sims 3: Generations","PC",2011,"Simulation","Electronic Arts",0.4,0.23,0.0,0.0,0.63
"Row9900","The Sims 3: High-End Loft Stuff","PC",2010,"Simulation","Electronic Arts",0.01,0.53,0.0,0.12,0.67
"Row9901","The Sims 3: Late Night Expansion Pack","PC",2010,"Simulation","Electronic Arts",0.59,0.87,0.0,0.25,1.71
"Row9902","The Sims 3: Outdoor Living Stuff","PC",2011,"Simulation","Electronic Arts",0.0,0.38,0.0,0.09,0.47
"Row9903","The Sims 3: Seasons","PC",2012,"Simulation","Electronic Arts",0.0,0.13,0.0,0.03,0.17
"Row9904","The Sims 3: Town Life Stuff","PC",2011,"Simulation","Electronic Arts",0.11,0.17,0.0,0.05,0.34
"Row9905","The Sims 3: World Adventures","PC",2009,"Simulation","Electronic Arts",0.02,0.18,0.0,0.39,0.58
"Row9906","The Sims 4","PC",2014,"Simulation","Electronic Arts",0.96,1.72,0.0,0.29,2.97
"Row9907","The Sims 4: Get Together","PC",2015,"Simulation","Electronic Arts",0.05,0.13,0.0,0.01,0.19
"Row9908","The Sims 4: Luxury Party Stuff","PC",2015,"Simulation","Electronic Arts",0.0,0.01,0.0,0.0,0.02
"Row9909","The Sims 4: Spa Day","PC",2015,"Simulation","Electronic Arts",0.0,0.04,0.0,0.0,0.04
"Row9910","The Sims Deluxe","PC",2002,"Simulation","Electronic Arts",0.01,0.02,0.0,0.01,0.04
"Row9911","The Sims Medieval: Pirates and Nobles","PC",2011,"Simulation","Electronic Arts",0.05,0.08,0.0,0.02,0.15
"Row9912","The Sims: Bustin' Out","PS2 GBA GC XB",2003,"Simulation","Electronic Arts",2.83,1.88,0.0,0.29000000000000004,4.98
"Row9913","The Sims: Complete Collection","PC",2005,"Simulation","Electronic Arts",0.01,0.01,0.0,0.0,0.02
"Row9914","The Sims: Hot Date","PC",2001,"Simulation","Electronic Arts",1.81,0.0,0.0,0.0,1.82
"Row9915","The Sims: House Party","PC",2001,"Simulation","Electronic Arts",1.23,0.83,0.0,0.1,2.16
"Row9916","The Sims: Livin Large","PC",2000,"Misc","Electronic Arts",1.67,1.18,0.0,0.13,2.99
"Row9917","The Sims: Makin' Magic","PC",2003,"Simulation","Electronic Arts",1.03,0.8,0.0,0.09,1.92
"Row9918","The Sims: Medieval","PC",2011,"Simulation","Electronic Arts",0.27,0.32,0.0,0.1,0.69
"Row9919","The Sims: Superstar","PC",2003,"Simulation","Electronic Arts",1.67,0.0,0.0,0.0,1.68
"Row9920","The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0.0,0.17,3.76
"Row9921","The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0.0,0.14,3.07
"Row9922","The Sky Crawlers: Innocent Aces","Wii1",2008,"Simulation","Namco Bandai Games",0.09,0.02,0.01,0.01,0.13
"Row9923","The Sly Collection","PS3",2010,"Platform","Sony Computer Entertainment",0.52,0.09,0.01,0.07,0.69
"Row9924","The Smurfs","NDS PSX",1998,"Action","Ubisoft",0.26,0.16,0.0,0.04,0.47
"Row9925","The Smurfs 2","NDS X360 PS3 Wii1 WiiU",2013,"Platform","Ubisoft",0.09,0.49999999999999994,0.0,0.07,0.6599999999999999
"Row9926","The Smurfs: Dance Party","Wii1",2011,"Misc","Ubisoft",0.22,0.04,0.0,0.02,0.29
"Row9927","The Space Bar","SAT",1996,"Adventure","Sega",0.0,0.0,0.08,0.0,0.08
"Row9928","The Spiderwick Chronicles","Wii1 X360 NDS",2008,"Action","Vivendi Games",0.34,0.02,0.0,0.03,0.38
"Row9929","The SpongeBob SquarePants Movie","PS2 GBA GC XB",2004,"Platform","THQ",3.21,1.23,0.0,0.27,4.7
"Row9930","The Story of Noah's Ark","NDS",2010,"Action","SouthPeak Games",0.1,0.0,0.0,0.01,0.1
"Row9931","The Stronghold Collection","PC",2009,"Strategy","Take-Two Interactive",0.03,0.08,0.0,0.02,0.13
"Row9932","The Suffering","PS2 XB",2004,"Action","Midway Games",0.36,0.21000000000000002,0.0,0.060000000000000005,0.64
"Row9933","The Suffering: Ties That Bind","PS2 XB",2005,"Action","Midway Games",0.16,0.09000000000000001,0.0,0.02,0.26
"Row9934","The Suite Life of Zack & Cody: Circle of Spies","NDS",2007,"Action","Disney Interactive Studios",0.17,0.09,0.0,0.03,0.3
"Row9935","The Suite Life of Zack & Cody: Tipton Trouble","NDS",2006,"Action","Disney Interactive Studios",0.23,0.0,0.0,0.02,0.25
"Row9936","The Sum of All Fears","GBA GC",2002,"Shooter","Ubisoft",0.06,0.02,0.0,0.0,0.07
"Row9937","The Tale of Despereaux","PS2 NDS Wii1",2008,"Platform","Brash Entertainment",0.27,0.13,0.0,0.04,0.45999999999999996
"Row9938","The Talos Principle","PS4",2015,"Puzzle","Devolver Digital",0.0,0.02,0.0,0.0,0.02
"Row9939","The Technomancer","PS4 XOne PC",2016,"Role-Playing","Focus Home Interactive",0.02,0.05,0.0,0.01,0.08
"Row9940","The Terminator: Dawn of Fate","PS2 XB",2002,"Action","Atari",0.31,0.19,0.0,0.060000000000000005,0.5599999999999999
"Row9941","The Testament of Sherlock Holmes","PS3 PC X360",2012,"Adventure","Focus Home Interactive",0.05,0.22999999999999998,0.0,0.06999999999999999,0.35000000000000003
"Row9942","The Thing","PS2 XB",2002,"Adventure","Vivendi Games",0.37,0.21000000000000002,0.0,0.06999999999999999,0.64
"Row9943","The Tomb Raider Trilogy","PS3",2011,"Action","Square Enix",0.27,0.5,0.0,0.17,0.94
"Row9944","The Train Giant","PC",2012,"Strategy","Ascaron Entertainment",0.0,0.01,0.0,0.0,0.01
"Row9945","The Treasures of Montezuma","NDS",2010,"Puzzle","Foreign Media Games",0.02,0.02,0.0,0.0,0.04
"Row9946","The Typing of the Dead","DC",2000,"Shooter","Sega",0.0,0.0,0.05,0.0,0.05
"Row9947","The Ultimate Battle of the Sexes","Wii1",2010,"Misc","DTP Entertainment",0.01,0.01,0.0,0.0,0.01
"Row9948","The Ultimate Red Ball Challenge","Wii1",2009,"Misc","Mindscape",0.0,0.19,0.0,0.01,0.2
"Row9949","The Unholy War","PSX",1998,"Strategy","Eidos Interactive",0.07,0.05,0.0,0.01,0.13
"Row9950","The Urbz: Sims In the City (US weekly sales)","NDS",2004,"Simulation","Electronic Arts",0.27,0.0,0.0,0.02,0.29
"Row9951","The Urbz: Sims in the City","PS2 GBA GC XB",2004,"Simulation","Electronic Arts",1.3499999999999999,1.4200000000000002,0.0,0.35,3.1199999999999997
"Row9952","The Urbz: Sims in the City (all regions sales)","NDS",2004,"Simulation","Electronic Arts",0.4,0.01,0.02,0.0,0.44
"Row9953","The Voice","WiiU X360 PS3",2014,"Action","Activision",0.17,0.0,0.0,0.02,0.18999999999999997
"Row9954","The Void","PC",2008,"Adventure","Mamba Games",0.0,0.03,0.0,0.01,0.03
"Row9955","The Walking Dead: Season One","PS3 X360 PS4 PSV XOne PC",2012,"Adventure","Avanquest Software",1.29,0.73,0.05,0.29000000000000004,2.36
"Row9956","The Walking Dead: Season Two","PS4 PS3 PSV XOne X360",2014,"Adventure","Telltale Games",0.41000000000000003,0.3,0.02,0.13,0.87
"Row9957","The Walking Dead: Survival Instinct","X360 PS3 WiiU",2013,"Shooter","Activision",0.82,0.32000000000000006,0.0,0.14,1.29
"Row9958","The Warriors","PS2 XB PSP",2005,"Action","Take-Two Interactive",0.88,0.1,0.0,0.11,1.09
"Row9959","The Weakest Link","PSX",2001,"Misc","Activision",0.05,0.03,0.0,0.01,0.09
"Row9960","The Whispered World","PC",2009,"Adventure","Deep Silver",0.0,0.08,0.0,0.02,0.1
