"row ID","Name","Count(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row8178","School Days LxH",1,2008,"Adventure","Interchannel",0.0,0.0,0.02,0.0,0.02
"Row8179","Science Papa",2,2009,"Misc","Activision",0.21,0.02,0.0,0.02,0.25
"Row8180","Scooby Doo and the Cyber Chase",1,2001,"Adventure","THQ",0.59,1.23,0.0,0.13,1.94
"Row8181","Scooby-Doo",1,2001,"Platform","THQ",0.33,0.12,0.0,0.01,0.46
"Row8182","Scooby-Doo 2: Monsters Unleashed",1,2004,"Action","THQ",0.51,0.19,0.0,0.01,0.71
"Row8183","Scooby-Doo and the Cyber Chase",1,2001,"Adventure","Ubisoft",0.3,0.11,0.0,0.01,0.41
"Row8184","Scooby-Doo! Classic Creep Capers",1,2000,"Action","THQ",0.3,0.06,0.0,0.0,0.37
"Row8185","Scooby-Doo! First Frights",3,2009,"Action","Warner Bros. Interactive Entertainment",1.65,0.25,0.0,0.30000000000000004,2.19
"Row8186","Scooby-Doo! Mystery Mayhem",4,2003,"Action","THQ",0.81,0.36,0.0,0.08999999999999998,1.26
"Row8187","Scooby-Doo! Night of 100 Frights",3,2002,"Platform","THQ",1.51,0.81,0.0,0.24000000000000002,2.54
"Row8188","Scooby-Doo! Unmasked",5,2005,"Platform","THQ",0.5,0.22,0.0,0.04,0.7499999999999999
"Row8189","Scooby-Doo! Who's Watching Who?",2,2006,"Adventure","THQ",0.15000000000000002,0.02,0.0,0.02,0.16999999999999998
"Row8190","Scooby-Doo! and the Spooky Swamp",3,2010,"Action","Warner Bros. Interactive Entertainment",0.63,0.34,0.0,0.15000000000000002,1.1300000000000001
"Row8191","Scrabble",3,1999,"Misc","Ubisoft",0.43,0.12000000000000001,0.0,0.060000000000000005,0.59
"Row8192","Scrabble (Others sales)",1,2009,"Puzzle","Ubisoft",0.0,0.24,0.0,0.0,0.24
"Row8193","Scrabble 2007 Edition",1,2007,"Puzzle","Ubisoft",0.0,0.48,0.0,0.0,0.48
"Row8194","Scrabble Blast!",1,2005,"Misc","Zoo Digital Publishing",0.04,0.01,0.0,0.0,0.06
"Row8195","ScrapLand",1,2005,"Action","Deep Silver",0.02,0.0,0.0,0.0,0.02
"Row8196","Scribblenauts",1,2009,"Puzzle","Warner Bros. Interactive Entertainment",1.71,0.32,0.02,0.18,2.22
"Row8197","Scribblenauts Unmasked: A DC Comics Adventure",2,2013,"Puzzle","Warner Bros. Interactive Entertainment",0.19,0.0,0.0,0.02,0.21000000000000002
"Row8198","Scribblenauts: Unlimited",2,2012,"Action","Warner Bros. Interactive Entertainment",0.81,0.09999999999999999,0.0,0.07,0.98
"Row8199","Scripps Spelling Bee",1,2010,"Simulation","THQ",0.15,0.0,0.0,0.01,0.16
"Row8200","Scurge: Hive",1,2006,"Action","SouthPeak Games",0.05,0.0,0.0,0.0,0.06
"Row8201","Sea Monsters: A Prehistoric Adventure",2,2007,"Adventure","Zushi Games",0.05,0.0,0.0,0.0,0.060000000000000005
"Row8202","Sea Park Tycoon",1,2010,"Simulation","Foreign Media Games",0.02,0.01,0.0,0.0,0.03
"Row8203","SeaBlade",1,2002,"Shooter","TDK Mediactive",0.04,0.01,0.0,0.0,0.06
"Row8204","SeaWorld Adventure Parks: Shamu's Deep Sea Adventure",5,2005,"Adventure","Activision",0.27,0.1,0.0,0.02,0.39
"Row8205","Seaman",1,1999,"Simulation","Sega",0.0,0.0,0.52,0.0,0.52
"Row8206","Seaman 2: Peking Genjin Ikusei Kit",1,2007,"Simulation","Sega",0.0,0.0,0.06,0.0,0.06
"Row8207","Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima",1,2001,"Simulation","ASCII Entertainment",0.0,0.0,0.32,0.0,0.32
"Row8208","Second Sight",3,2004,"Adventure","Codemasters",0.16,0.08,0.0,0.02,0.26
"Row8209","Secret Agent Barbie: Royal Jewels Mission",1,2002,"Platform","Vivendi Games",0.56,0.21,0.0,0.01,0.78
"Row8210","Secret Agent Clank",2,2008,"Platform","Sony Computer Entertainment",0.17,0.21,0.04,0.31,0.73
"Row8211","Secret Agent Clank(US sales)",1,2008,"Platform","Sony Computer Entertainment",0.33,0.22,0.0,0.0,0.55
"Row8212","Secret Files 2: Puritas Cordis",3,2009,"Adventure","Deep Silver",0.0,0.06999999999999999,0.0,0.01,0.08
"Row8213","Secret Files: Tunguska",3,2006,"Adventure","Koch Media",0.09,0.07,0.0,0.02,0.17
"Row8214","Secret Game Portable",1,2010,"Adventure","Yeti",0.0,0.0,0.01,0.0,0.01
"Row8215","Secret Service",1,2008,"Action","Activision Value",0.04,0.0,0.0,0.0,0.05
"Row8216","Secret Service: Ultimate Sacrifice",1,2008,"Action","Activision",0.03,0.03,0.0,0.01,0.07
"Row8217","Secret Weapons Over Normandy",2,2003,"Simulation","LucasArts",0.43,0.22999999999999998,0.0,0.06999999999999999,0.73
"Row8218","Secret of Mana",1,1993,"Role-Playing","SquareSoft",0.25,0.07,1.49,0.02,1.83
"Row8219","Secrets of the Titanic",1,2012,"Action","Avanquest Software",0.0,0.02,0.0,0.0,0.03
"Row8220","Section 8",2,2009,"Shooter","SouthPeak Games",0.16,0.09999999999999999,0.0,0.03,0.30000000000000004
"Row8221","Seek and Destroy",1,2002,"Racing","Play It",0.52,0.4,0.0,0.14,1.06
"Row8222","Sega Ages 2500 Series Vol. 26: Dynamite Deka",1,2006,"Action","Sega",0.0,0.0,0.02,0.0,0.02
"Row8223","Sega Ages 2500 Series Vol. 29: Monster World Complete Collection",1,2007,"Role-Playing","Sega",0.0,0.0,0.02,0.0,0.02
"Row8224","Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection",1,2008,"Role-Playing","Sega",0.0,0.0,0.02,0.0,0.02
"Row8225","Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection",1,2008,"Shooter","Sega",0.0,0.0,0.04,0.0,0.04
"Row8226","Sega Arcade Gallery",1,2003,"Misc","THQ",0.03,0.01,0.0,0.0,0.04
"Row8227","Sega Bass Fishing",2,1999,"Sports","Sega",0.46,0.01,0.09,0.04,0.6
"Row8228","Sega Casino",1,2005,"Misc","Sega",0.08,0.0,0.0,0.01,0.09
"Row8229","Sega GT",1,2000,"Racing","Sega",0.0,0.0,0.13,0.0,0.13
"Row8230","Sega GT 2002",1,2002,"Racing","Sega",0.12,0.03,0.03,0.01,0.19
"Row8231","Sega GT Online",1,2003,"Racing","Sega",0.06,0.02,0.0,0.0,0.08
"Row8232","Sega Golf Club: Miyazato San Kyoudai Naizou",1,2006,"Sports","Sega",0.0,0.0,0.01,0.0,0.01
"Row8233","Sega Rally Championship",1,1995,"Racing","Sega",0.21,0.16,0.77,0.02,1.16
"Row8234","Sega Rally Championship 2",1,1999,"Racing","Sega",0.0,0.0,0.41,0.0,0.41
"Row8235","Sega Rally Revo",4,2007,"Racing","Sega",0.22,0.87,0.0,0.27,1.36
"Row8236","Sega Smash Pack",1,2002,"Misc","Atari",0.23,0.08,0.0,0.01,0.32
"Row8237","Sega Soccer Slam",3,2002,"Sports","Sega",0.15,0.07,0.0,0.02,0.24
"Row8238","Sega Superstars",1,2004,"Misc","Sega",0.08,0.06,0.0,0.02,0.17
"Row8239","Sega Superstars Tennis",5,2008,"Sports","Sega",2.5500000000000003,2.08,0.0,0.8500000000000001,5.49
"Row8240","Sega Touring Car Championship",1,1996,"Racing","Sega",0.0,0.0,0.11,0.0,0.11
"Row8241","Seiken Densetsu 3",1,1995,"Role-Playing","SquareSoft",0.0,0.0,0.89,0.0,0.89
"Row8242","Seinaru Kana: Orichalcum no Na no Motoni",1,2012,"Action","CyberFront",0.0,0.0,0.02,0.0,0.02
"Row8243","Seisou no Amazones",1,2013,"Role-Playing","Arc System Works",0.0,0.0,0.01,0.0,0.01
"Row8244","Seitokai no Ichizon: DS-suru Seitokai",1,2010,"Adventure","Kadokawa Shoten",0.0,0.0,0.02,0.0,0.02
"Row8245","Sekai no Gohan Shaberu! DS Oryouri Navi",1,2008,"Misc","Nintendo",0.0,0.0,0.04,0.0,0.04
"Row8246","Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken",1,2010,"Misc","Kamui",0.0,0.0,0.03,0.0,0.03
"Row8247","Sekirei: Mirai Kara no Okurimono",1,2009,"Adventure","Alchemist",0.0,0.0,0.01,0.0,0.01
"Row8248","Self-Defense Training Camp",1,2011,"Sports","Ubisoft",0.08,0.03,0.0,0.01,0.12
"Row8249","Sengoku",1,2011,"Strategy","Paradox Interactive",0.0,0.01,0.0,0.0,0.02
"Row8250","Sengoku Basara 2",1,2006,"Action","Capcom",0.0,0.0,0.26,0.0,0.26
"Row8251","Sengoku Basara 2 Heroes",2,2007,"Action","Capcom",0.0,0.0,0.21000000000000002,0.0,0.21000000000000002
"Row8252","Sengoku Basara 3 Utage",2,2011,"Action","Capcom",0.0,0.0,0.35,0.0,0.35
"Row8253","Sengoku Basara 4",1,2014,"Action","Capcom",0.0,0.0,0.27,0.0,0.27
"Row8254","Sengoku Basara 4: Sumeragi",2,2015,"Action","Capcom",0.0,0.0,0.14,0.0,0.14
"Row8255","Sengoku Basara X",1,2008,"Fighting","Capcom",0.0,0.0,0.05,0.0,0.05
"Row8256","Sengoku Basara: Battle Heroes",1,2009,"Action","Capcom",0.0,0.0,0.26,0.0,0.26
"Row8257","Sengoku Basara: Chronicle Heroes",1,2011,"Action","Capcom",0.0,0.0,0.16,0.0,0.16
"Row8258","Sengoku Basara: Samurai Heroes",2,2010,"Action","Capcom",0.25,0.06,0.6000000000000001,0.04,0.95
"Row8259","Sengoku Basara: Sanada Yukimura-Den",2,2016,"Action","Capcom",0.0,0.0,0.05,0.0,0.05
"Row8260","Sengoku Cyber: Fujimaru Jigokuhen",1,1995,"Strategy","Sony Computer Entertainment",0.0,0.0,0.11,0.01,0.12
"Row8261","Sengoku Efuda Yuugi: Hototogisu Ran",1,2008,"Misc","Irem Software Engineering",0.0,0.0,0.02,0.0,0.02
"Row8262","Sengoku Efuda Yuugi: Hototogisu Tairan",1,2010,"Strategy","Irem Software Engineering",0.0,0.0,0.03,0.0,0.03
"Row8263","Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku",1,2010,"Strategy","System Soft",0.0,0.0,0.01,0.0,0.01
"Row8264","Sengoku Hime: Senran ni Mau Otometachi",2,2009,"Adventure","Yeti",0.0,0.0,0.03,0.0,0.03
"Row8265","Sengoku Musou 3 Empires",1,2011,"Action","Tecmo Koei",0.0,0.0,0.14,0.0,0.14
"Row8266","Sengoku Musou 3 Z",1,2011,"Action","Ackkstudios",0.0,0.0,0.33,0.0,0.33
"Row8267","Sengoku Musou 3 Z Special",1,2012,"Action","Ackkstudios",0.0,0.0,0.04,0.0,0.04
"Row8268","Sengoku Musou 3: Moushouden",1,2011,"Action","Ackkstudios",0.0,0.0,0.08,0.0,0.08
"Row8269","Senjou no Waltz",1,2014,"Adventure","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row8270","Senko no Ronde DUO",1,2010,"Fighting","G.Rev",0.0,0.0,0.03,0.0,0.03
"Row8271","Senran Kagura 2: Deep Crimson",1,2014,"Action","Marvelous Entertainment",0.09,0.03,0.08,0.01,0.21
"Row8272","Senran Kagura Burst: Guren no Sh?jo-tachi",1,2012,"Action","Marvelous Entertainment",0.0,0.0,0.14,0.0,0.14
"Row8273","Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei",1,2013,"Fighting","Marvelous Entertainment",0.13,0.02,0.16,0.05,0.36
"Row8274","Senran Kagura: Bon Appétit!",1,2014,"Misc","Marvelous Entertainment",0.0,0.0,0.03,0.0,0.03
"Row8275","Senran Kagura: Estival Versus",2,2015,"Action","Marvelous Interactive",0.13,0.05,0.16999999999999998,0.05,0.4
"Row8276","Senran Kagura: Sh?jo-tachi no Shinei",1,2011,"Action","Marvelous Interactive",0.0,0.0,0.16,0.0,0.16
"Row8277","Senritsu no Stratus",1,2011,"Role-Playing","Konami Digital Entertainment",0.0,0.0,0.06,0.0,0.06
"Row8278","Sentimental Graffiti",1,1998,"Adventure","NEC Interchannel",0.0,0.0,0.25,0.0,0.25
"Row8279","Sentimental Graffiti 2",1,2000,"Adventure","NEC Interchannel",0.0,0.0,0.08,0.0,0.08
"Row8280","Sentimental Graffiti: First Window",1,1997,"Adventure","NEC Interchannel",0.0,0.0,0.08,0.0,0.08
"Row8281","Sentou Kokka Air Land Battle",1,1995,"Strategy","Sony Computer Entertainment",0.0,0.0,0.13,0.01,0.13
"Row8282","Sentouchu: Densetsu no Shinobi to Survival Battle!",1,2013,"Action","Namco Bandai Games",0.0,0.0,0.35,0.0,0.35
"Row8283","Serious Sam",1,2002,"Shooter","Take-Two Interactive",0.11,0.03,0.0,0.01,0.15
"Row8284","Serious Sam 3: BFE",1,2011,"Shooter","Mastertronic",0.01,0.05,0.0,0.01,0.08
"Row8285","Serious Sam Advance",1,2004,"Shooter","Global Star",0.02,0.01,0.0,0.0,0.02
"Row8286","Serious Sam HD: Gold Edition",2,2010,"Shooter","Mastertronic",0.0,0.04,0.0,0.0,0.04
"Row8287","Serious Sam II",2,2005,"Shooter","Take-Two Interactive",0.05,0.02,0.0,0.0,0.06999999999999999
"Row8288","Serious Sam: Next Encounter",2,2004,"Shooter","Global Star",0.06,0.03,0.0,0.01,0.09000000000000001
"Row8289","Sesame Street: Cookie's Counting Carnival",3,2010,"Misc","Warner Bros. Interactive Entertainment",0.6000000000000001,0.0,0.0,0.04,0.6400000000000001
"Row8290","Sesame Street: Elmo's A-to-Zoo Adventure",3,2010,"Misc","Warner Bros. Interactive Entertainment",0.68,0.0,0.0,0.04,0.7200000000000001
"Row8291","Sesame Street: Elmo's Letter Adventure",2,1998,"Misc","NewKidCo",0.31000000000000005,0.16,0.0,0.02,0.49
"Row8292","Sesame Street: Elmo's Number Journey",2,1998,"Misc","NewKidCo",0.28,0.13,0.0,0.02,0.43
"Row8293","Sesame Street: Once Upon A Monster",1,2011,"Misc","Warner Bros. Interactive Entertainment",0.39,0.1,0.0,0.04,0.53
"Row8294","Sesame Street: Ready Set Grover!",2,2011,"Misc","Warner Bros. Interactive Entertainment",0.18,0.0,0.0,0.02,0.19
"Row8295","Seven Samurai 20XX",1,2004,"Action","Sega",0.04,0.03,0.0,0.01,0.08
"Row8296","Seven: Molmorth no Kiheitai",1,2000,"Action","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row8297","Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri",1,2007,"Misc","Tecmo Koei",0.0,0.0,0.02,0.0,0.02
"Row8298","Shadow Hearts",1,2001,"Role-Playing","Midway Games",0.09,0.07,0.1,0.02,0.28
"Row8299","Shadow Hearts: Covenant",1,2004,"Role-Playing","Midway Games",0.12,0.09,0.0,0.03,0.24
"Row8300","Shadow Hearts: From The New World",1,2005,"Role-Playing","Ghostlight",0.07,0.06,0.0,0.02,0.14
"Row8301","Shadow Madness",1,1999,"Action","Crave Entertainment",0.1,0.07,0.0,0.01,0.18
"Row8302","Shadow Man",2,1998,"Action","Acclaim Entertainment",0.32,0.16999999999999998,0.0,0.03,0.52
"Row8303","Shadow Man: 2econd Coming",1,2002,"Adventure","Acclaim Entertainment",0.08,0.06,0.0,0.02,0.16
"Row8304","Shadow Master",1,1997,"Adventure","Psygnosis",0.05,0.04,0.0,0.01,0.1
"Row8305","Shadow Ops: Red Mercury",1,2004,"Shooter","Atari",0.11,0.03,0.0,0.01,0.15
"Row8306","Shadow The Hedgehog",3,2005,"Platform","Sega",1.3900000000000001,0.26,0.0,0.12,1.7699999999999998
"Row8307","Shadow Tower",1,1998,"Role-Playing","From Software",0.01,0.01,0.07,0.01,0.1
"Row8308","Shadow of Destiny",2,2001,"Adventure","Konami Digital Entertainment",0.16,0.07,0.03,0.03,0.3
"Row8309","Shadow of Rome",1,2005,"Action","Capcom",0.13,0.1,0.0,0.03,0.27
"Row8310","Shadow of the Colossus",2,2005,"Action","Sony Computer Entertainment",0.78,0.03,0.24000000000000002,0.13,1.18
"Row8311","Shadowgate 64: Trials of the Four Towers",1,1999,"Adventure","Kemco",0.06,0.01,0.0,0.0,0.07
"Row8312","Shadowrun",1,2007,"Role-Playing","Microsoft Game Studios",0.41,0.02,0.0,0.04,0.47
"Row8313","Shadows of the Damned",2,2011,"Action","Electronic Arts",0.21000000000000002,0.15,0.05,0.06,0.47000000000000003
"Row8314","Shakugan no Shana",1,2006,"Adventure","Media Works",0.0,0.0,0.03,0.0,0.03
"Row8315","Shaman King: Chou Senjiryokketsu 3",1,2002,"Role-Playing","King Records",0.0,0.0,0.02,0.0,0.02
"Row8316","Shaman King: Power of Spirit",1,2004,"Adventure","Konami Digital Entertainment",0.06,0.05,0.0,0.02,0.13
"Row8317","Shaman King: Soul Fight",1,2003,"Platform","Namco Bandai Games",0.0,0.0,0.05,0.0,0.05
"Row8318","Shaman King: Spirit of Shamans",1,2002,"Action","Namco Bandai Games",0.0,0.0,0.18,0.01,0.2
"Row8319","Shanghai: True Valor",1,1998,"Puzzle","Activision",0.01,0.01,0.0,0.0,0.02
"Row8320","Shantae and the Pirate's Curse",1,2015,"Platform","Intergrow",0.0,0.0,0.03,0.0,0.03
"Row8321","Shape Up",1,2014,"Misc","Ubisoft",0.08,0.09,0.0,0.01,0.18
"Row8322","Sharin no Kuni Himawari no Shoujo",1,2010,"Adventure","5pb",0.0,0.0,0.02,0.0,0.02
"Row8323","Shark Tale",4,2004,"Action","Activision",1.24,0.5700000000000001,0.0,0.13,1.9300000000000002
"Row8324","Shattered Union",1,2005,"Strategy","Take-Two Interactive",0.03,0.01,0.0,0.0,0.04
"Row8325","Shaun Palmer's Pro Snowboarder",2,2001,"Sports","Codemasters",0.62,0.38,0.0,0.09999999999999999,1.0899999999999999
"Row8326","Shaun White Skateboarding",4,2010,"Sports","Ubisoft",0.35,0.16,0.0,0.060000000000000005,0.5700000000000001
"Row8327","Shaun White Snowboarding",4,2008,"Sports","Ubisoft",0.93,0.39,0.01,0.19,1.52
"Row8328","Shaun White Snowboarding: Road Trip",1,2008,"Sports","Ubisoft",0.94,0.57,0.0,0.17,1.67
"Row8329","Shaun White Snowboarding: World Stage",1,2009,"Sports","Ubisoft",0.25,0.04,0.0,0.02,0.31
"Row8330","Shaun the Sheep",1,2008,"Adventure","D3Publisher",0.04,0.0,0.0,0.0,0.05
"Row8331","Shawn Johnson Gymnastics",1,2010,"Sports","Zoo Games",0.17,0.0,0.0,0.01,0.18
"Row8332","ShellShock 2: Blood Trails",2,2009,"Shooter","Eidos Interactive",0.09,0.06,0.0,0.02,0.16999999999999998
"Row8333","Shellshock",1,1995,"Action","Core Design Ltd.",0.06,0.04,0.0,0.01,0.1
"Row8334","Shellshock: Nam '67",1,2004,"Shooter","Eidos Interactive",0.16,0.05,0.0,0.01,0.22
"Row8335","Shenmue",1,1999,"Adventure","Sega",0.52,0.24,0.38,0.04,1.18
"Row8336","Shenmue II",2,2001,"Adventure","Microsoft Game Studios",0.22,0.08,0.15,0.01,0.47
"Row8337","Shepherd's Crossing",1,2009,"Simulation","Success",0.0,0.0,0.01,0.0,0.01
"Row8338","Sherlock Holmes and the Mystery of Osborne House",1,2010,"Adventure","Focus Home Interactive",0.07,0.14,0.0,0.03,0.24
"Row8339","Sherlock Holmes vs. Jack the Ripper",1,2009,"Adventure","Focus Home Interactive",0.11,0.04,0.0,0.01,0.16
"Row8340","Sherlock Holmes: Crimes & Punishments",5,2014,"Adventure","Focus Home Interactive",0.17,0.3,0.0,0.08,0.54
"Row8341","Sherlock Holmes: Secret of The Silver Earring",1,2010,"Adventure","Focus Home Interactive",0.0,0.04,0.0,0.01,0.04
"Row8342","Sherlock Holmes: The Mystery of the Mummy",1,2009,"Adventure","Focus Home Interactive",0.06,0.3,0.0,0.04,0.4
"Row8343","Shifters",1,2002,"Adventure","3DO",0.03,0.02,0.0,0.01,0.05
"Row8344","Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou",1,2007,"Fighting","Capcom",0.0,0.0,0.01,0.0,0.01
"Row8345","Shimano Xtreme Fishing",1,2009,"Sports","Mastiff",0.12,0.0,0.0,0.01,0.13
"Row8346","Shin Chan Contra ¡Los Plastas!",1,2009,"Platform","505 Games",0.0,0.0,0.07,0.0,0.07
"Row8347","Shin Chan: Las Nuevas Aventuras Para Wii!",1,2006,"Action","505 Games",0.0,0.0,0.07,0.0,0.07
"Row8348","Shin Chan: ¡Aventuras de Cine!",1,2008,"Platform","505 Games",0.0,0.0,0.15,0.0,0.15
"Row8349","Shin Fortune Quest: Sokutaku no Kishi",1,1996,"Misc","Media Works",0.0,0.0,0.04,0.0,0.04
"Row8350","Shin Hayarigami",2,2014,"Adventure","Nippon Ichi Software",0.0,0.0,0.09,0.0,0.09
"Row8351","Shin Hayarigami 2",1,2016,"Adventure","Nippon Ichi Software",0.0,0.0,0.01,0.0,0.01
"Row8352","Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable",1,2010,"Adventure","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row8353","Shin Kamaitachi no Yoru: 11 Hitome no Suspect",2,2011,"Adventure","THQ",0.0,0.0,0.16,0.0,0.16
"Row8354","Shin Ken to Mah? to Gakuenmono. Toki no Gakuen",1,2012,"Role-Playing","Acquire",0.0,0.0,0.09,0.0,0.09
"Row8355","Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen",1,2010,"Adventure","Yeti",0.0,0.0,0.04,0.0,0.04
"Row8356","Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen",1,2010,"Adventure","Yeti",0.0,0.0,0.03,0.0,0.03
"Row8357","Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen",1,2010,"Adventure","Yeti",0.0,0.0,0.03,0.0,0.03
"Row8358","Shin Koihime Musou: Otome Taisen * Sangokushi Engi",1,2014,"Adventure","Views",0.0,0.0,0.01,0.0,0.01
"Row8359","Shin Lucky * Star: Moe Drill ~Tabidachi~",1,2007,"Action","Kadokawa Shoten",0.0,0.0,0.07,0.0,0.07
"Row8360","Shin Megami Tensei",1,2001,"Role-Playing","Atlus",0.0,0.0,0.09,0.01,0.09
"Row8361","Shin Megami Tensei II",1,1994,"Role-Playing","Atlus",0.0,0.0,0.37,0.0,0.37
"Row8362","Shin Megami Tensei IV",1,2013,"Role-Playing","Atlus",0.28,0.0,0.27,0.02,0.57
"Row8363","Shin Megami Tensei IV: Final",1,2016,"Role-Playing","Deep Silver",0.03,0.0,0.14,0.0,0.17
"Row8364","Shin Megami Tensei NINE",1,2002,"Role-Playing","Atlus",0.0,0.0,0.05,0.0,0.05
"Row8365","Shin Megami Tensei x Fire Emblem",1,2015,"Role-Playing","Nintendo",0.1,0.04,0.06,0.01,0.22
"Row8366","Shin Megami Tensei: Devil Summoner",1,1995,"Role-Playing","Atlus",0.0,0.0,0.38,0.0,0.38
"Row8367","Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army",1,2006,"Role-Playing","Tecmo Koei",0.0,0.0,0.09,0.0,0.09
"Row8368","Shin Megami Tensei: Devil Summoner - Soul Hackers",3,1997,"Role-Playing","Atlus",0.13,0.02,0.5900000000000001,0.02,0.76
"Row8369","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon",1,2008,"Role-Playing","Atlus",0.07,0.05,0.0,0.02,0.13
"Row8370","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)",1,2008,"Role-Playing","Atlus",0.0,0.0,0.17,0.0,0.17
"Row8371","Shin Megami Tensei: Devil Survivor",1,2009,"Role-Playing","Atlus",0.14,0.0,0.12,0.01,0.27
"Row8372","Shin Megami Tensei: Devil Survivor 2",2,2011,"Role-Playing","Ghostlight",0.17,0.04,0.21,0.01,0.44
"Row8373","Shin Megami Tensei: Devil Survivor Overclocked",1,2011,"Role-Playing","Ghostlight",0.28,0.01,0.06,0.02,0.38
"Row8374","Shin Megami Tensei: Digital Devil Saga",1,2004,"Role-Playing","Ghostlight",0.06,0.05,0.0,0.02,0.13
"Row8375","Shin Megami Tensei: Digital Devil Saga 2",1,2005,"Role-Playing","Ghostlight",0.04,0.03,0.0,0.01,0.08
"Row8376","Shin Megami Tensei: Nocturne",1,2003,"Role-Playing","Ghostlight",0.07,0.05,0.25,0.02,0.38
"Row8377","Shin Megami Tensei: Persona",1,2009,"Role-Playing","Atlus",0.08,0.0,0.13,0.01,0.22
"Row8378","Shin Megami Tensei: Persona 2: Innocent Sin",1,2011,"Role-Playing","Atlus",0.13,0.03,0.11,0.03,0.3
"Row8379","Shin Megami Tensei: Persona 3",1,2006,"Role-Playing","Tecmo Koei",0.22,0.03,0.0,0.2,0.45
"Row8380","Shin Megami Tensei: Persona 3 (jp sales)",1,2006,"Role-Playing","Tecmo Koei",0.0,0.0,0.21,0.0,0.21
"Row8381","Shin Megami Tensei: Persona 3 FES",1,2007,"Role-Playing","Tecmo Koei",0.22,0.2,0.16,0.05,0.63
"Row8382","Shin Megami Tensei: Persona 3 Portable",1,2009,"Role-Playing","Ghostlight",0.18,0.06,0.34,0.04,0.63
"Row8383","Shin Megami Tensei: Persona 4",1,2008,"Role-Playing","Atlus",0.34,0.04,0.36,0.08,0.82
"Row8384","Shin Megami Tensei: Strange Journey",1,2009,"Role-Playing","Atlus",0.14,0.0,0.14,0.01,0.29
"Row8385","Shin Momotarou Densetsu",1,1993,"Role-Playing","Hudson Soft",0.0,0.0,0.32,0.0,0.32
"Row8386","Shin Nippon Pro Wrestling: Toukon Retsuden",1,1995,"Fighting","Tomy Corporation",0.0,0.0,0.3,0.02,0.33
"Row8387","Shin Nippon Pro Wrestling: Toukon Retsuden 2",1,1996,"Fighting","Tomy Corporation",0.0,0.0,0.26,0.02,0.27
"Row8388","Shin Nippon Pro Wrestling: Toukon Retsuden 3",1,1998,"Fighting","Tomy Corporation",0.0,0.0,0.21,0.01,0.23
"Row8389","Shin Sangoku Musou 4 Special",1,2005,"Action","Tecmo Koei",0.0,0.0,0.01,0.0,0.01
"Row8390","Shin Sangoku Musou 5 Empires",1,2010,"Action","Tecmo Koei",0.0,0.0,0.05,0.0,0.05
"Row8391","Shin Sangoku Musou 5 Special",1,2009,"Action","Tecmo Koei",0.0,0.0,0.05,0.0,0.05
"Row8392","Shin Sangoku Musou 6 Special",1,2011,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Row8393","Shin Sangoku Musou Online: Kamishou Ranbu",1,2010,"Action","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Row8394","Shin Sangoku Musou Online: Souten Ranbu",1,2010,"Action","Tecmo Koei",0.0,0.0,0.02,0.0,0.02
"Row8395","Shin Sangoku Musou: Multi Raid 2",1,2010,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Row8396","Shin Super Robot Taisen",1,1996,"Role-Playing","Banpresto",0.0,0.0,0.52,0.04,0.55
"Row8397","Shin Super Robot Taisen Special Disk",1,1997,"Strategy","Banpresto",0.0,0.0,0.3,0.02,0.32
"Row8398","Shinigami to Shoujo",1,2011,"Adventure","Takuyo",0.0,0.0,0.01,0.0,0.01
"Row8399","Shining Ark",1,2013,"Role-Playing","Sega",0.0,0.0,0.11,0.0,0.11
"Row8400","Shining Blade",1,2012,"Role-Playing","Sega",0.0,0.0,0.2,0.0,0.2
"Row8401","Shining Force CD",1,1994,"Strategy","Sega",0.0,0.0,0.14,0.0,0.14
